,REGION_NAME,DISTRICT_NAME,LPU_NAME,YEAR,WEEK,SWB_0_2,SWB_3_6,SWB_7_14,SWB_15,SWB_TOTAL,POS_0_2,POS_3_6,POS_7_14,POS_15,POS_TOTAL,SWBA_0_2,SWBA_3_6,SWBA_7_14,SWBA_15,SWBA_TOTAL,POSA_0_2,POSA_3_6,POSA_7_14,POSA_15,POSA_TOTAL,Индекс,Тип региона,Регион,Тип района,Район,Тип города,Тип н/п,Н/п,Код КЛАДР,Код ФИАС,Уровень по ФИАС,Признак центра района или региона,Код ОКАТО,Код ОКТМО,Код ИФНС,Часовой пояс,Широта,Долгота,Федеральный округ,Население
9658,Южный ФО,Волгоград,ЦГиЭ,2019,23,4,3,4,2,13,0,0,0,0,0,4,3,4,2,13,3,1,2,1,7,400000.0,обл,Волгоградская,,,г,,,3400000100000.0,a52b7389-0cfe-46fb-ae15-298652a64cf8,4: город,2.0,18401000000.0,18701000001.0,3400.0,UTC+3,48.7072005,44.5170207,Южный,1021244
9659,Южный ФО,Краснодар,ЦГиЭ,2019,23,23,34,4,20,81,0,0,0,1,1,23,34,4,20,81,0,0,0,0,0,350000.0,край,Краснодарский,,,г,,,2300000100000.0,7dfa745e-aa19-4688-b121-b655c11e482f,4: город,2.0,3401000000.0,3701000.0,2300.0,UTC+3,45.040235,38.9760801,Южный,744933
9660,Южный ФО,Ростов-на-Дону,ЦГиЭ,2019,23,21,12,7,4,44,0,0,0,0,0,21,12,7,4,44,16,7,1,0,24,344000.0,обл,Ростовская,,,г,,,6100000100000.0,c1cfe4b9-f7c2-423c-abfa-6ed1c05a15c5,4: город,2.0,60401000000.0,60701000001.0,6100.0,UTC+3,47.2224364,39.7187866,Южный,1091544
9661,Дальневосточный ФО,Биробиджан,ЦГиЭ,2019,24,13,1,0,5,19,0,0,0,0,0,13,1,0,5,19,10,1,0,0,11,679002.0,Аобл,Еврейская,,,г,,,7900000100000.0,5d133391-46ee-496b-83a6-efeeaa903643,4: город,2.0,99401000000.0,99701000.0,7901.0,UTC+10,48.7945975,132.9217594,Дальневосточный,75419
9662,Дальневосточный ФО,Владивосток,ЦГиЭ,2019,24,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,690000.0,край,Приморский,,,г,,,2500000100000.0,7b6de6a5-86d0-4735-b11a-499081111af8,4: город,2.0,5401000000.0,5701000.0,2500.0,UTC+10,43.1163807,131.882348,Дальневосточный,592069
9663,Дальневосточный ФО,Магадан,ЦГиЭ,2019,24,3,1,0,2,6,0,0,0,0,0,3,1,0,2,6,2,0,0,0,2,685000.0,обл,Магаданская,,,г,,,4900000100000.0,cb8ae35a-93df-4133-b377-50f3698c8b5e,4: город,2.0,44401000000.0,44701000001.0,4900.0,UTC+11,59.5681763,150.8085289,Дальневосточный,95925
9664,Дальневосточный ФО,Петропавловск,ЦГиЭ,2019,24,5,2,0,3,10,0,0,0,0,0,5,2,0,3,10,1,0,0,1,2,,,,,,,,,,,,,,,,,,,,
9665,Дальневосточный ФО,Хабаровск,ЦГиЭ,2019,24,5,1,1,3,10,0,0,0,0,0,5,1,1,3,10,4,1,2,1,8,680000.0,край,Хабаровский,,,г,,,2700000100000.0,a4859da8-9977-4b62-8436-4e1b98c5d13f,4: город,2.0,8401000000.0,8701000.0,2700.0,UTC+10,48.4647991,135.0598811,Дальневосточный,577668
9666,Дальневосточный ФО,Чита,ЦГиЭ,2019,24,5,3,0,7,15,0,0,0,0,0,5,3,0,7,15,4,2,0,0,6,672000.0,край,Забайкальский,,,г,,,7500000100000.0,2d9abaa6-85a6-4f1f-a1bd-14b76ec17d9c,4: город,2.0,76401000000.0,76701000.0,7536.0,UTC+9,52.0340128,113.4994884,Сибирский,323964
9667,Дальневосточный ФО,Южно-Сахалинск,ЦГиЭ,2019,24,0,0,0,9,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,693000.0,обл,Сахалинская,,,г,,,6500000100000.0,44388ad0-06aa-49b0-bbf9-1704629d1d68,4: город,2.0,64401000000.0,64701000.0,6500.0,UTC+11,46.959133,142.7381252,Дальневосточный,181727
9668,Дальневосточный ФО,Якутск,ЦГиЭ,2019,24,0,0,0,14,14,0,0,0,0,0,0,0,0,14,14,0,0,0,4,4,677000.0,Респ,Саха /Якутия/,,,г,,,1400000100000.0,884c84a2-0141-4652-962d-8a92989b88f7,4: город,2.0,98401000000.0,98701000.0,1447.0,UTC+9,62.0280273,129.7325717,Дальневосточный,269486
9669,Приволжский ФО,Ижевск,ЦГиЭ,2019,24,24,5,5,2,36,0,0,0,0,0,24,5,5,2,36,2,1,2,0,5,426000.0,Респ,Удмуртская,,,г,,,1800000100000.0,deb1d05a-71ce-40d1-b726-6ba85d70d58f,4: город,2.0,94401000000.0,94701000001.0,1800.0,UTC+4,56.8527444,53.2113961,Приволжский,628117
9670,Приволжский ФО,Казань,ЦГиЭ,2019,24,9,2,0,2,13,0,0,0,0,0,9,2,0,2,13,4,2,0,0,6,420000.0,Респ,Татарстан,,,г,,,1600000100000.0,93b3df57-4c89-44df-ac42-96f05e9cd3b9,4: город,2.0,92401000000.0,92701000.0,1600.0,UTC+3,55.7943877,49.1115312,Приволжский,1216965
9671,Приволжский ФО,Киров,ЦГиЭ,2019,24,6,8,0,0,14,0,0,0,0,0,6,8,0,0,14,5,6,0,0,11,249440.0,обл,Калужская,р-н,Кировский,г,,,4001100100000.0,7c875ac0-5c75-4798-8786-564ccb5bd9f2,4: город,1.0,29214501000.0,29614101001.0,4023.0,UTC+3,54.0790823,34.3077508,Центральный,31888
9672,Приволжский ФО,Киров,ЦГиЭ,2019,24,6,8,0,0,14,0,0,0,0,0,6,8,0,0,14,5,6,0,0,11,610000.0,обл,Кировская,,,г,,,4300000100000.0,452a2ddf-88a1-4e35-8d8d-8635493768d4,4: город,2.0,33401000000.0,33701000001.0,4345.0,UTC+3,58.6035313,49.6679219,Приволжский,473668
9673,Приволжский ФО,Нижний Новгород,ЦГиЭ,2019,24,3,2,1,6,12,0,0,0,0,0,2,0,1,1,4,1,0,0,0,1,603000.0,обл,Нижегородская,,,г,,,5200000100000.0,555e7d61-d9a7-4ba6-9770-6caa8198c483,4: город,2.0,22401000000.0,22701000.0,5200.0,UTC+3,56.3242093,44.0053948,Приволжский,1250615
9674,Приволжский ФО,Оренбург,ЦГиЭ,2019,24,6,2,0,6,14,0,0,0,0,0,6,2,0,6,14,3,0,0,1,4,460000.0,обл,Оренбургская,,,г,,,5600000100000.0,dce97bff-deb2-4fd9-9aec-4f4327bbf89b,4: город,2.0,53401000000.0,53701000.0,5600.0,UTC+5,51.7875191,55.1017379,Приволжский,570329
9675,Приволжский ФО,Пенза,ЦГиЭ,2019,24,0,0,0,0,5,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,440000.0,обл,Пензенская,,,г,,,5800000100000.0,ff3292b1-a1d2-47d4-b35b-ac06b50555cc,4: город,2.0,56401000000.0,56701000.0,5800.0,UTC+3,53.1753884,45.0347408,Приволжский,519592
9676,Приволжский ФО,Пермь,ЦГиЭ,2019,24,8,6,2,13,29,0,0,0,0,0,8,6,2,13,29,3,2,0,3,8,614000.0,край,Пермский,,,г,,,5900000100000.0,a309e4ce-2f36-4106-b1ca-53e0f48a6d95,4: город,2.0,57401000000.0,57701000001.0,5900.0,UTC+5,58.0103211,56.2341778,Приволжский,1000679
9677,Приволжский ФО,Саратов,ЦГиЭ,2019,24,8,3,0,11,22,0,0,0,0,0,8,3,0,11,22,4,1,0,0,5,410000.0,обл,Саратовская,,,г,,,6400000100000.0,bf465fda-7834-47d5-986b-ccdb584a85a6,4: город,2.0,63401000000.0,63701000.0,6400.0,UTC+4,51.530376,45.9530257,Приволжский,836900
9678,Приволжский ФО,Ульяновск,ЦГиЭ,2019,24,0,0,0,9,9,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,432000.0,обл,Ульяновская,,,г,,,7300000100000.0,bebfd75d-a0da-4bf9-8307-2e2c85eac463,4: город,2.0,73401000000.0,73701000.0,7300.0,UTC+4,54.3080674,48.3748717,Приволжский,613793
9679,Приволжский ФО,Чебоксары,ЦГиЭ,2019,24,2,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428000.0,Чувашия,Чувашская Республика,,,г,,,2100000100000.0,dd8caeab-c685-4f2a-bf5f-550aca1bbc48,4: город,2.0,97401000000.0,97701000.0,2130.0,UTC+3,56.1439378,47.2488718,Приволжский,447929
9680,Северо-Западный ФО,Архангельск,ЦГиЭ,2019,24,2,0,3,1,6,0,0,0,0,0,2,0,3,0,5,0,0,1,0,1,163000.0,обл,Архангельская,,,г,,,2900000100000.0,06814fb6-0dc3-4bec-ba20-11f894a0faf5,4: город,2.0,11401000000.0,11701000.0,2901.0,UTC+3,64.5392985,40.5170083,Северо-Западный,348716
9681,Северо-Западный ФО,Вологда,ЦГиЭ,2019,24,2,0,1,3,6,0,0,0,0,0,2,0,1,3,6,2,0,0,1,3,160000.0,обл,Вологодская,,,г,,,3500000100000.0,023484a5-f98d-4849-82e1-b7e0444b54ef,4: город,2.0,19401000000.0,19701000001.0,3500.0,UTC+3,59.2484186,39.8356461,Северо-Западный,301642
9682,Северо-Западный ФО,Калининград,ЦГиЭ,2019,24,11,6,5,14,36,0,0,0,0,0,6,0,2,5,13,5,0,2,1,8,236001.0,обл,Калининградская,,,г,,,3900000100000.0,df679694-d505-4dd3-b514-4ba48c8a97d8,4: город,2.0,27401000000.0,27701000001.0,3905.0,UTC+2,54.7073218,20.5072458,Северо-Западный,431491
9683,Северо-Западный ФО,Петрозаводск,ЦГиЭ,2019,24,4,1,1,4,10,0,0,0,0,0,4,1,1,4,10,0,0,0,1,1,185000.0,Респ,Карелия,,,г,,,1000000100000.0,ccc34487-8fd4-4e71-b032-f4e6c82fb354,4: город,2.0,86401000000.0,86701000.0,1001.0,UTC+3,61.78909,34.3596263,Северо-Западный,263540
9684,Северо-Западный ФО,Санкт-Петербург,ФГУЗ,2019,24,6,7,2,13,28,0,0,0,1,1,6,7,2,13,28,4,6,0,3,13,190000.0,г,Санкт-Петербург,,,,,,7800000000000.0,c2deb16a-0330-4f05-821f-1d09c93331e6,1: регион,0.0,40000000000.0,,7800.0,UTC+3,59.939125,30.3158225,Северо-Западный,4848742
9685,Северо-Западный ФО,Сыктывкар,ЦГиЭ,2019,24,1,0,1,4,6,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,167000.0,Респ,Коми,,,г,,,1100000100000.0,d2944a73-daf4-4a08-9b34-d9b0af7785a1,4: город,2.0,87401000000.0,87701000001.0,1100.0,UTC+3,61.668789,50.8356491,Северо-Западный,235006
9686,Сибирский ФО,Иркутск,ЦГиЭ,2019,24,3,6,0,6,15,0,0,0,0,0,3,6,0,6,15,1,3,0,0,4,664000.0,обл,Иркутская,,,г,,,3800000300000.0,8eeed222-72e7-47c3-ab3a-9a553c31cf72,4: город,2.0,25401000000.0,25701000001.0,3800.0,UTC+8,52.2863513,104.280655,Сибирский,587225
9687,Сибирский ФО,Кемерово,ЦГиЭ,2019,24,1,1,0,4,6,0,0,0,0,0,1,1,0,4,6,0,0,0,2,2,650000.0,обл,Кемеровская,,,г,,,4200000900000.0,94bb19a3-c1fa-410b-8651-ac1bf7c050cd,4: город,2.0,32401000000.0,32701000001.0,4205.0,UTC+7,55.3909721,86.0467864,Сибирский,532884
9688,Сибирский ФО,Красноярск,ЦГиЭ,2019,24,15,3,1,25,44,0,0,0,0,0,15,3,1,25,44,2,0,0,2,4,660000.0,край,Красноярский,,,г,,,2400000100000.0,9b968c73-f4d4-4012-8da8-3dacd4d4c1bd,4: город,2.0,4401000000.0,4701000.0,2400.0,UTC+7,56.009466,92.8524162,Сибирский,973826
9689,Сибирский ФО,Новосибирск,ЦГиЭ,2019,24,6,0,1,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630000.0,обл,Новосибирская,,,г,,,5400000100000.0,8dea00e3-9aab-4d8e-887c-ef2aaa546456,4: город,2.0,50401000000.0,50701000001.0,5400.0,UTC+7,55.0281016,82.9210575,Сибирский,1498921
9690,Сибирский ФО,Омск,ЦГиЭ,2019,24,11,6,6,9,32,0,0,0,0,0,11,6,6,9,32,6,1,2,0,9,644000.0,обл,Омская,,,г,,,5500000100000.0,140e31da-27bf-4519-9ea0-6185d681d44e,4: город,2.0,52401000000.0,52701000001.0,5500.0,UTC+6,54.9848136,73.3674638,Сибирский,1154000
9691,Сибирский ФО,Томск,ЦГиЭ,2019,24,0,0,0,0,10,0,0,0,0,0,1,2,1,6,10,0,0,0,0,4,634000.0,обл,Томская,,,г,,,7000000100000.0,e3b0eae8-a4ce-4779-ae04-5c0797de66be,4: город,3.0,69401000000.0,69701000001.0,7017.0,UTC+7,56.4847036,84.9481737,Сибирский,522940
9692,Уральский ФО,Екатеринбург,ЦГиЭ,2019,24,6,9,7,5,27,0,2,0,0,2,6,9,7,5,27,3,5,7,3,18,620000.0,обл,Свердловская,,,г,,,6600000100000.0,2763c110-cb8b-416a-9dac-ad28a55b4402,4: город,2.0,65401000000.0,65701000.0,6600.0,UTC+5,56.8386326,60.6054887,Уральский,1377738
9693,Уральский ФО,Челябинск,ЦГиЭ,2019,24,1,1,2,3,7,0,0,0,0,0,1,1,2,3,7,1,1,1,0,3,454000.0,обл,Челябинская,,,г,,,7400000100000.0,a376e68d-724a-4472-be7c-891bdb09ae32,4: город,2.0,75401000000.0,75701000001.0,7400.0,UTC+5,55.1603659,61.4007858,Уральский,1130273
9694,Центральный ФО,Белгород,ЦГиЭ,2019,24,4,1,1,0,6,0,0,0,0,0,4,1,1,0,6,2,1,1,0,4,308000.0,обл,Белгородская,,,г,,,3100000100000.0,02e9c019-ab4d-4fa0-928e-d6c0a41dc256,4: город,2.0,14401000000.0,14701000.0,3123.0,UTC+3,50.5977351,36.5858236,Центральный,356426
9695,Центральный ФО,Брянск,ЦГиЭ,2019,24,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241000.0,обл,Брянская,,,г,,,3200000100000.0,414b71cf-921e-4bfc-b6e0-f7395d16aaef,4: город,2.0,15401000000.0,15701000001.0,3200.0,UTC+3,53.2420071,34.3652716,Центральный,415640
9696,Центральный ФО,Владимир,ЦГиЭ,2019,24,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000.0,обл,Владимирская,,,г,,,3300000100000.0,f66a00e6-179e-4de9-8ecb-78b0277c9f10,4: город,2.0,17401000000.0,17701000001.0,3300.0,UTC+3,56.1281561,40.4082995,Центральный,348256
9697,Центральный ФО,Курск,ЦГиЭ,2019,24,1,3,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305000.0,обл,Курская,,,г,,,4600000100000.0,d790c72e-479b-4da2-90d7-842b1712a71c,4: город,2.0,38401000000.0,38701000.0,4600.0,UTC+3,51.7303391,36.1926448,Центральный,414595
9698,Центральный ФО,Липецк,ЦГиЭ,2019,24,0,0,0,0,20,0,0,0,0,0,7,4,2,7,20,0,0,0,0,4,398000.0,обл,Липецкая,,,г,,,4800000100000.0,eacb5f15-1a2e-432e-904a-ca56bd635f1b,4: город,2.0,42401000000.0,42701000.0,4800.0,UTC+3,52.6103027,39.5946266,Центральный,508124
9699,Центральный ФО,Москва,ФГУЗ,2019,24,4,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101000.0,г,Москва,,,,,,7700000000000.0,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,1: регион,0.0,45000000000.0,,7700.0,UTC+3,55.7538789,37.6203735,Центральный,11514330
9700,Центральный ФО,Смоленск,ЦГиЭ,2019,24,0,2,0,2,4,0,0,0,0,0,0,2,0,2,4,0,0,0,1,1,214000.0,обл,Смоленская,,,г,,,6700000300000.0,d414a2e8-9e1e-48c1-94a4-7308d5608177,4: город,2.0,66401000000.0,66701000001.0,6732.0,UTC+3,54.7867168,31.8153366,Центральный,326863
9701,Центральный ФО,Ярославль,ЦГиЭ,2019,24,0,0,0,0,7,0,0,0,0,0,0,4,3,1,8,0,0,0,0,5,150000.0,обл,Ярославская,,,г,,,7600000100000.0,6b1bab7d-ee45-4168-a2a6-4ce2880d90d3,4: город,2.0,78401000000.0,78701000.0,7600.0,UTC+3,57.6216145,39.897878,Центральный,591486
9702,Южный ФО,Астрахань,ЦГиЭ,2019,24,2,0,1,7,10,0,0,0,0,0,2,0,1,7,10,0,0,0,1,1,414000.0,обл,Астраханская,,,г,,,3000000100000.0,a101dd8b-3aee-4bda-9c61-9df106f145ff,4: город,2.0,12401000000.0,12701000.0,3000.0,UTC+4,46.3655808,48.0559979,Южный,520662
9703,Южный ФО,Волгоград,ЦГиЭ,2019,24,3,2,1,0,6,0,0,0,0,0,3,2,1,0,6,0,0,0,0,0,400000.0,обл,Волгоградская,,,г,,,3400000100000.0,a52b7389-0cfe-46fb-ae15-298652a64cf8,4: город,2.0,18401000000.0,18701000001.0,3400.0,UTC+3,48.7072005,44.5170207,Южный,1021244
9704,Южный ФО,Краснодар,ЦГиЭ,2019,24,20,41,5,16,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350000.0,край,Краснодарский,,,г,,,2300000100000.0,7dfa745e-aa19-4688-b121-b655c11e482f,4: город,2.0,3401000000.0,3701000.0,2300.0,UTC+3,45.040235,38.9760801,Южный,744933
9705,Южный ФО,Ростов-на-Дону,ЦГиЭ,2019,24,26,23,7,8,64,0,0,0,0,0,26,23,7,8,64,12,10,1,3,26,344000.0,обл,Ростовская,,,г,,,6100000100000.0,c1cfe4b9-f7c2-423c-abfa-6ed1c05a15c5,4: город,2.0,60401000000.0,60701000001.0,6100.0,UTC+3,47.2224364,39.7187866,Южный,1091544
9706,Дальневосточный ФО,Биробиджан,ЦГиЭ,2019,25,16,4,1,3,24,0,0,0,0,0,16,4,1,3,24,15,4,1,1,21,679002.0,Аобл,Еврейская,,,г,,,7900000100000.0,5d133391-46ee-496b-83a6-efeeaa903643,4: город,2.0,99401000000.0,99701000.0,7901.0,UTC+10,48.7945975,132.9217594,Дальневосточный,75419
9707,Дальневосточный ФО,Владивосток,ЦГиЭ,2019,25,2,3,2,7,14,0,0,0,0,0,2,3,2,7,14,0,0,0,3,3,690000.0,край,Приморский,,,г,,,2500000100000.0,7b6de6a5-86d0-4735-b11a-499081111af8,4: город,2.0,5401000000.0,5701000.0,2500.0,UTC+10,43.1163807,131.882348,Дальневосточный,592069
9708,Дальневосточный ФО,Магадан,ЦГиЭ,2019,25,1,1,1,0,3,0,0,0,0,0,1,1,1,0,3,1,0,0,0,1,685000.0,обл,Магаданская,,,г,,,4900000100000.0,cb8ae35a-93df-4133-b377-50f3698c8b5e,4: город,2.0,44401000000.0,44701000001.0,4900.0,UTC+11,59.5681763,150.8085289,Дальневосточный,95925
9709,Дальневосточный ФО,Петропавловск,ЦГиЭ,2019,25,4,3,0,2,9,0,0,0,0,0,4,3,0,2,9,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,
9710,Дальневосточный ФО,Хабаровск,ЦГиЭ,2019,25,8,8,5,7,28,0,0,0,0,0,8,8,5,7,28,5,5,2,1,13,680000.0,край,Хабаровский,,,г,,,2700000100000.0,a4859da8-9977-4b62-8436-4e1b98c5d13f,4: город,2.0,8401000000.0,8701000.0,2700.0,UTC+10,48.4647991,135.0598811,Дальневосточный,577668
9711,Дальневосточный ФО,Чита,ЦГиЭ,2019,25,0,3,0,9,12,0,0,0,0,0,0,3,0,9,12,0,2,0,2,4,672000.0,край,Забайкальский,,,г,,,7500000100000.0,2d9abaa6-85a6-4f1f-a1bd-14b76ec17d9c,4: город,2.0,76401000000.0,76701000.0,7536.0,UTC+9,52.0340128,113.4994884,Сибирский,323964
9712,Дальневосточный ФО,Южно-Сахалинск,ЦГиЭ,2019,25,3,2,2,22,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693000.0,обл,Сахалинская,,,г,,,6500000100000.0,44388ad0-06aa-49b0-bbf9-1704629d1d68,4: город,2.0,64401000000.0,64701000.0,6500.0,UTC+11,46.959133,142.7381252,Дальневосточный,181727
9713,Дальневосточный ФО,Якутск,ЦГиЭ,2019,25,3,1,1,14,19,0,0,0,0,0,3,1,1,14,19,1,0,0,4,5,677000.0,Респ,Саха /Якутия/,,,г,,,1400000100000.0,884c84a2-0141-4652-962d-8a92989b88f7,4: город,2.0,98401000000.0,98701000.0,1447.0,UTC+9,62.0280273,129.7325717,Дальневосточный,269486
9714,Приволжский ФО,Ижевск,ЦГиЭ,2019,25,10,0,2,0,12,0,0,0,0,0,10,0,2,0,12,1,0,1,0,2,426000.0,Респ,Удмуртская,,,г,,,1800000100000.0,deb1d05a-71ce-40d1-b726-6ba85d70d58f,4: город,2.0,94401000000.0,94701000001.0,1800.0,UTC+4,56.8527444,53.2113961,Приволжский,628117
9715,Приволжский ФО,Казань,ЦГиЭ,2019,25,3,17,6,11,37,0,0,0,0,0,3,17,6,11,37,1,1,0,0,2,420000.0,Респ,Татарстан,,,г,,,1600000100000.0,93b3df57-4c89-44df-ac42-96f05e9cd3b9,4: город,2.0,92401000000.0,92701000.0,1600.0,UTC+3,55.7943877,49.1115312,Приволжский,1216965
9716,Приволжский ФО,Киров,ЦГиЭ,2019,25,12,4,0,1,17,1,0,0,0,1,12,4,0,0,16,10,4,0,0,14,249440.0,обл,Калужская,р-н,Кировский,г,,,4001100100000.0,7c875ac0-5c75-4798-8786-564ccb5bd9f2,4: город,1.0,29214501000.0,29614101001.0,4023.0,UTC+3,54.0790823,34.3077508,Центральный,31888
9717,Приволжский ФО,Киров,ЦГиЭ,2019,25,12,4,0,1,17,1,0,0,0,1,12,4,0,0,16,10,4,0,0,14,610000.0,обл,Кировская,,,г,,,4300000100000.0,452a2ddf-88a1-4e35-8d8d-8635493768d4,4: город,2.0,33401000000.0,33701000001.0,4345.0,UTC+3,58.6035313,49.6679219,Приволжский,473668
9718,Приволжский ФО,Нижний Новгород,ЦГиЭ,2019,25,4,4,3,7,18,0,0,0,0,0,0,1,1,3,5,0,0,1,0,1,603000.0,обл,Нижегородская,,,г,,,5200000100000.0,555e7d61-d9a7-4ba6-9770-6caa8198c483,4: город,2.0,22401000000.0,22701000.0,5200.0,UTC+3,56.3242093,44.0053948,Приволжский,1250615
9719,Приволжский ФО,Оренбург,ЦГиЭ,2019,25,2,2,3,10,17,0,0,0,0,0,2,2,3,10,17,2,3,0,2,7,460000.0,обл,Оренбургская,,,г,,,5600000100000.0,dce97bff-deb2-4fd9-9aec-4f4327bbf89b,4: город,2.0,53401000000.0,53701000.0,5600.0,UTC+5,51.7875191,55.1017379,Приволжский,570329
9720,Приволжский ФО,Пенза,ЦГиЭ,2019,25,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,440000.0,обл,Пензенская,,,г,,,5800000100000.0,ff3292b1-a1d2-47d4-b35b-ac06b50555cc,4: город,2.0,56401000000.0,56701000.0,5800.0,UTC+3,53.1753884,45.0347408,Приволжский,519592
9721,Приволжский ФО,Саратов,ЦГиЭ,2019,25,8,1,2,14,25,0,0,0,0,0,8,1,2,14,25,3,0,0,1,4,410000.0,обл,Саратовская,,,г,,,6400000100000.0,bf465fda-7834-47d5-986b-ccdb584a85a6,4: город,2.0,63401000000.0,63701000.0,6400.0,UTC+4,51.530376,45.9530257,Приволжский,836900
9722,Приволжский ФО,Ульяновск,ЦГиЭ,2019,25,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,432000.0,обл,Ульяновская,,,г,,,7300000100000.0,bebfd75d-a0da-4bf9-8307-2e2c85eac463,4: город,2.0,73401000000.0,73701000.0,7300.0,UTC+4,54.3080674,48.3748717,Приволжский,613793
9723,Приволжский ФО,Уфа,ЦГиЭ,2019,25,1,1,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000.0,Респ,Башкортостан,,,г,,,200000100000.0,7339e834-2cb4-4734-a4c7-1fca2c66e562,4: город,3.0,80401000000.0,80701000.0,200.0,UTC+5,54.734853,55.9578647,Приволжский,1062300
9724,Приволжский ФО,Чебоксары,ЦГиЭ,2019,25,0,1,0,1,2,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,428000.0,Чувашия,Чувашская Республика,,,г,,,2100000100000.0,dd8caeab-c685-4f2a-bf5f-550aca1bbc48,4: город,2.0,97401000000.0,97701000.0,2130.0,UTC+3,56.1439378,47.2488718,Приволжский,447929
9725,Северо-Западный ФО,Вологда,ЦГиЭ,2019,25,1,1,1,4,7,0,0,0,0,0,1,1,1,4,7,0,0,1,2,3,160000.0,обл,Вологодская,,,г,,,3500000100000.0,023484a5-f98d-4849-82e1-b7e0444b54ef,4: город,2.0,19401000000.0,19701000001.0,3500.0,UTC+3,59.2484186,39.8356461,Северо-Западный,301642
9726,Северо-Западный ФО,Калининград,ЦГиЭ,2019,25,9,8,8,14,39,0,0,0,0,0,2,2,1,7,12,2,2,1,0,5,236001.0,обл,Калининградская,,,г,,,3900000100000.0,df679694-d505-4dd3-b514-4ba48c8a97d8,4: город,2.0,27401000000.0,27701000001.0,3905.0,UTC+2,54.7073218,20.5072458,Северо-Западный,431491
9727,Северо-Западный ФО,Мурманск,ЦГиЭ,2019,25,1,2,2,2,7,0,0,0,0,0,1,1,1,1,4,1,1,0,0,2,183000.0,обл,Мурманская,,,г,,,5100000100000.0,b7127184-ead6-422b-b7cf-4fc7725b47a5,4: город,2.0,47401000000.0,47701000001.0,5100.0,UTC+3,69.0076958,33.0686019,Северо-Западный,307664
9728,Северо-Западный ФО,Петрозаводск,ЦГиЭ,2019,25,3,0,3,4,10,0,0,0,0,0,3,0,3,4,10,1,0,1,0,2,185000.0,Респ,Карелия,,,г,,,1000000100000.0,ccc34487-8fd4-4e71-b032-f4e6c82fb354,4: город,2.0,86401000000.0,86701000.0,1001.0,UTC+3,61.78909,34.3596263,Северо-Западный,263540
9729,Северо-Западный ФО,Санкт-Петербург,ФГУЗ,2019,25,13,7,4,17,41,0,0,0,0,0,13,7,4,17,41,3,3,1,7,14,190000.0,г,Санкт-Петербург,,,,,,7800000000000.0,c2deb16a-0330-4f05-821f-1d09c93331e6,1: регион,0.0,40000000000.0,,7800.0,UTC+3,59.939125,30.3158225,Северо-Западный,4848742
9730,Северо-Западный ФО,Сыктывкар,ЦГиЭ,2019,25,9,1,2,10,22,0,0,0,0,0,1,0,3,3,7,1,0,2,0,3,167000.0,Респ,Коми,,,г,,,1100000100000.0,d2944a73-daf4-4a08-9b34-d9b0af7785a1,4: город,2.0,87401000000.0,87701000001.0,1100.0,UTC+3,61.668789,50.8356491,Северо-Западный,235006
9731,Сибирский ФО,Иркутск,ЦГиЭ,2019,25,0,1,5,4,10,0,0,0,0,0,0,1,5,4,10,0,0,1,3,4,664000.0,обл,Иркутская,,,г,,,3800000300000.0,8eeed222-72e7-47c3-ab3a-9a553c31cf72,4: город,2.0,25401000000.0,25701000001.0,3800.0,UTC+8,52.2863513,104.280655,Сибирский,587225
9732,Сибирский ФО,Кемерово,ЦГиЭ,2019,25,4,2,2,1,9,0,0,0,0,0,4,2,2,1,9,3,1,1,1,6,650000.0,обл,Кемеровская,,,г,,,4200000900000.0,94bb19a3-c1fa-410b-8651-ac1bf7c050cd,4: город,2.0,32401000000.0,32701000001.0,4205.0,UTC+7,55.3909721,86.0467864,Сибирский,532884
9733,Сибирский ФО,Красноярск,ЦГиЭ,2019,25,10,2,3,23,38,0,0,0,0,0,10,2,3,23,38,4,0,0,0,4,660000.0,край,Красноярский,,,г,,,2400000100000.0,9b968c73-f4d4-4012-8da8-3dacd4d4c1bd,4: город,2.0,4401000000.0,4701000.0,2400.0,UTC+7,56.009466,92.8524162,Сибирский,973826
